"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checks if placeholder in Subscribe Email Field is visible on each page in DATA_1","0","TC 02.01.50 - Check display of placeholder in Subscribe Email Field on each page specified in DATA_1","tests","Thu Nov 14 01:41:34 GMT 2024","skipped","Thu Nov 14 01:41:34 GMT 2024","TestFooter","test_footer","",""
"This test checks if block 2 'home-t-shirts' in section 2 in the Promo Block is present
            in the DOM tree on the main page","1535","TC 13.01.45 - Check block 2 'home-t-shirts' in section 2 of the Promo Block is present in the DOM tree","tests","Thu Nov 14 01:52:11 GMT 2024","passed","Thu Nov 14 01:52:13 GMT 2024","TestMainPage","test_main_page","",""
"Checks if Privacy and Cookie Policy link is present in the DOM tree on each page specified in DATA_1","1835","TC 02.01.08 - Check Privacy and Cookie Policy link is present in the DOM tree on each page specified in DATA_1","tests","Thu Nov 14 01:39:57 GMT 2024","passed","Thu Nov 14 01:39:59 GMT 2024","TestFooter","test_footer","",""
"
        Check the Password field is activated with a cursor and gets highlighted when clicked
        ","5127","TC 03.01.12 Verify Password field highlighting on click","tests","Thu Nov 14 02:08:21 GMT 2024","broken","Thu Nov 14 02:08:26 GMT 2024","TestRegisteredCustomers","test_sign_in","",""
"This test checks if block 5 'home-eco' is displayed in section 2
            of Promo Block under header on the main page","1835","TC 13.01.14 - Check display of block 5 'home-eco' in section 2 in the Promo Block","tests","Thu Nov 14 01:50:29 GMT 2024","passed","Thu Nov 14 01:50:31 GMT 2024","TestMainPage","test_main_page","",""
"Check the 'Sign In' link is not displayed if the user is authorized","10505","TC 01.01.07 absence of the ""Sign In"" link display","tests","Thu Nov 14 01:45:32 GMT 2024","broken","Thu Nov 14 01:45:43 GMT 2024","TestHeader","test_header","",""
"Check that remove button deletes item from the shipping page","1219","tc 07.02.10 Verify that remove button deletes item from the shipping page","tests","Thu Nov 14 01:59:41 GMT 2024","broken","Thu Nov 14 01:59:42 GMT 2024","TestShoppingCartFull","test_shopping_cart","",""
"Check that Search Terms link in footer is correct","0","TC 02.02.01 - Check Search Terms link in footer leads to the correct page from each page specified in DATA_1","tests","Thu Nov 14 01:41:34 GMT 2024","skipped","Thu Nov 14 01:41:34 GMT 2024","TestFooter","test_footer","",""
"Check that message coupon code is not valid is displayed correct","3085","tc 07.02.25 Verify the message coupon code is not valid is displayed correct","tests","Thu Nov 14 02:00:25 GMT 2024","broken","Thu Nov 14 02:00:28 GMT 2024","TestShoppingCartFull","test_shopping_cart","",""
"This test checks if the sign in info block in section 2 block 4 'home-performance' is correct
            in the Promo Block under header on the main page","1241","TC 13.01.35 - Check the display of the sign in block 4 'home-performance' in the Promo Block","tests","Thu Nov 14 01:51:38 GMT 2024","passed","Thu Nov 14 01:51:39 GMT 2024","TestMainPage","test_main_page","",""
"This test checks ""Orders and Returns"" header is visible and has correct text","207","TC 05.01.01 - Verify that 'Order and Returns' Page Heading is present","tests","Thu Nov 14 01:54:28 GMT 2024","passed","Thu Nov 14 01:54:28 GMT 2024","TestOrdersAndReturnsPage","test_orders_and_returns","",""
"Check error message for incorrect email format in email field","323","TC 03.01.18 Verify Email field for correct email format","tests","Thu Nov 14 02:10:11 GMT 2024","passed","Thu Nov 14 02:10:11 GMT 2024","TestRegisteredCustomers","test_sign_in","",""
" Verify that Sign in Information heading is present","46","TC 04_01_10 Verify Sign in Information heading","tests","Thu Nov 14 01:38:09 GMT 2024","passed","Thu Nov 14 01:38:09 GMT 2024","TestCreateAnAccount","test_create_an_account","",""
"Check that the price in list of items in the Shopping Cart
        contains item with correct price which was added from More Choices","6001","TC 07.02.28 Verify that the price in list of items in the Shopping Cart is displayed correct","tests","Thu Nov 14 02:00:38 GMT 2024","passed","Thu Nov 14 02:00:44 GMT 2024","TestShoppingCartFull","test_shopping_cart","",""
"Verify 'Sale' link click redirected to the page and the 'Sale' header is displayed","3259","TC 01.03.36 correctly redirected the link sale","tests","Thu Nov 14 01:43:24 GMT 2024","passed","Thu Nov 14 01:43:27 GMT 2024","TestHeader","test_header","",""
