"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checks if Email field in Subscribe section is present in the DOM tree on each page specified in DATA_1","0","TC 02.01.47 - Check Email field in Subscribe section is present in the DOM tree on each page specified in DATA_1","tests","Wed Dec 25 01:40:20 GMT 2024","skipped","Wed Dec 25 01:40:20 GMT 2024","TestFooter","test_footer","",""
"Verify the link 'Gear' redirected to the page and the 'Gear' header is displayed","1816","TC 01.03.28 correctly redirected the link ""Gear""","tests","Wed Dec 25 01:42:35 GMT 2024","passed","Wed Dec 25 01:42:37 GMT 2024","TestHeader","test_header","",""
"Check error on Failed Login with invalid credentials, case-sensitive password and password with spaces","1817","TC 03.02.02 to 03_02_10 Verify Error on Failed Login with invalid credentials","tests","Wed Dec 25 02:00:34 GMT 2024","passed","Wed Dec 25 02:00:36 GMT 2024","TestFailedLogin","test_sign_in","",""
"This test checks if block 2 'home-t-shirts' is displayed in section 2 of Promo Block under header
             on the Main Page","6423","TC 13.01.11 - Check display of block 2 'home-t-shirts' in section 2 in the Promo Block","tests","Wed Dec 25 01:46:48 GMT 2024","broken","Wed Dec 25 01:46:55 GMT 2024","TestMainPage","test_main_page","",""
"This test checks if block 5 'home-eco' is displayed in section 2
            of Promo Block under header on the main page","6414","TC 13.01.14 - Check display of block 5 'home-eco' in section 2 in the Promo Block","tests","Wed Dec 25 01:47:14 GMT 2024","broken","Wed Dec 25 01:47:21 GMT 2024","TestMainPage","test_main_page","",""
"Check Category title is visible","1023","TC 12.02.01 Check side panel title Category is visible","tests","Wed Dec 25 02:01:08 GMT 2024","passed","Wed Dec 25 02:01:09 GMT 2024","TestWomenPage","test_women","",""
"Checks if Privacy and Cookie Policy link is present in the DOM tree on each page specified in DATA_1","967","TC 02.01.08 - Check Privacy and Cookie Policy link is present in the DOM tree on each page specified in DATA_1","tests","Wed Dec 25 01:39:10 GMT 2024","passed","Wed Dec 25 01:39:11 GMT 2024","TestFooter","test_footer","",""
"Checks if 'Subscribe to our mailing list' link is visible on each page specified in DATA_1","0","TC 02.01.53 - Check 'Subscribe to our mailing list' link is visible on each page specified in DATA_1","tests","Wed Dec 25 01:40:20 GMT 2024","skipped","Wed Dec 25 01:40:20 GMT 2024","TestFooter","test_footer","",""
"Checks if text of Orders and Returns link is correct on each page in DATA_1","1130","TC 02.01.22 - Check text of Orders and Returns link on each page specified in DATA_1","tests","Wed Dec 25 01:39:58 GMT 2024","passed","Wed Dec 25 01:39:59 GMT 2024","TestFooter","test_footer","",""
"Check img existence of Men's Deals section","156","TC 10.04.04 - Verify that the Men's Deals contains an image","tests","Wed Dec 25 01:55:23 GMT 2024","passed","Wed Dec 25 01:55:23 GMT 2024","TestSalePage","test_sale","",""
" Verify that customer can't Create An Account with empty password","603","test 04.02.05 create an account with empty password","tests","Wed Dec 25 01:38:26 GMT 2024","passed","Wed Dec 25 01:38:27 GMT 2024","TestCreateAnAccount","test_create_an_account","",""
" Verify that customer can't Create An Account with empty confirm password","447","test 04.02.06 create an account with empty confirm password","tests","Wed Dec 25 01:38:29 GMT 2024","passed","Wed Dec 25 01:38:29 GMT 2024","TestCreateAnAccount","test_create_an_account","",""
"Check Shopping Cart title is displayed correctly","1928","tc 07.02.01 Verify that title Shopping Cart is displayed correctly when it is full","tests","Wed Dec 25 01:56:08 GMT 2024","passed","Wed Dec 25 01:56:09 GMT 2024","TestShoppingCartFull","test_shopping_cart","",""
"Checks if the footer is present in the DOM tree on each page specified in DATA_1","0","TC 02.01.01 - Check Footer is present in the DOM tree on each page specified in DATA_1","tests","Wed Dec 25 01:38:45 GMT 2024","skipped","Wed Dec 25 01:38:45 GMT 2024","TestFooter","test_footer","",""
"Check that six elements in Women's Deals section are displayed and enabled","30","TC 10.01.02, 10.01.04, 10.01.06, 10.01.08, 10.01.10, 10.01.12 - Verify 6 links in Women's Deals section are visible and clickable","tests","Wed Dec 25 01:54:17 GMT 2024","passed","Wed Dec 25 01:54:17 GMT 2024","TestSalePage","test_sale","",""
"Check Success Login with correct credentials","1844","TC 03.02.06 Verify login with valid mix-cased email valid password - Positive","tests","Wed Dec 25 01:59:34 GMT 2024","passed","Wed Dec 25 01:59:36 GMT 2024","TestLogin","test_sign_in","",""
"Verify that the link 'Shorts' is displayed and clickable","1453","TC 14.04.04 Verify the link 'Shorts' is visible and clickable.","tests","Wed Dec 25 01:52:46 GMT 2024","passed","Wed Dec 25 01:52:47 GMT 2024","TestMenPage","test_men","",""
"Verify the link 'Fitness Equipment' redirected to the page and the 'Fitness Equipment' header is displayed","2240","TC 01.03.30 correctly redirected the link ""Gear - Fitness Equipment""","tests","Wed Dec 25 01:42:42 GMT 2024","passed","Wed Dec 25 01:42:44 GMT 2024","TestHeader","test_header","",""
