"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the image in the block 'Last chance for pants' is displayed on the Men page","0","TC 14.06.16 Verify the visibility of the image in the 'Last chance for pants' promo block.","tests","Sun May 25 01:41:11 GMT 2025","skipped","Sun May 25 01:41:11 GMT 2025","TestMenPagePromoBlock","test_men","",""
"Check that five links in Men's Deals section lead to the correct pages after click","1580","TC 10.02.03, 10.02.05, 10.02.07, 10.02.09, 10.02.11 - Verify 5 links in Men's Deals open the correct pages","tests","Sun May 25 01:43:17 GMT 2025","passed","Sun May 25 01:43:18 GMT 2025","TestSalePage","test_sale","",""
"Check that Orders and Returns link in footer is correct","1854","TC 02.02.04 - Check Orders and Returns link in footer leads to the correct page from each page specified in DATA_1","tests","Sun May 25 01:28:29 GMT 2025","passed","Sun May 25 01:28:31 GMT 2025","TestFooter","test_footer","",""
"Check that two elements in Gear Deals section are displayed and enabled","32","TC 10.03.02, 10.02.04 - Verify 2 links in Gear Deals section are visible and clickable","tests","Sun May 25 01:43:23 GMT 2025","passed","Sun May 25 01:43:23 GMT 2025","TestSalePage","test_sale","",""
"Verify that text-1 in 'Luma shorts' block correctly displayed","0","TC 14.06.23 Verify that the 'Luma shorts' text is visible.","tests","Sun May 25 01:41:11 GMT 2025","skipped","Sun May 25 01:41:11 GMT 2025","TestMenPagePromoBlock","test_men","",""
"Checks if text of Privacy and Cookie Policy link matches expected on each page in DATA_1","1081","TC 02.01.12 - Check text of Privacy and Cookie Policy link on each page specified in DATA_1","tests","Sun May 25 01:27:15 GMT 2025","passed","Sun May 25 01:27:16 GMT 2025","TestFooter","test_footer","",""
"Verify 'Training' link click redirected to the page and the 'Training' header is displayed","1540","TC 01.03.33 correctly redirected the link ""Training""","tests","Sun May 25 01:29:52 GMT 2025","passed","Sun May 25 01:29:54 GMT 2025","TestHeader","test_header","",""
"This test checks if block 1 'home-pants' in section 2 in Promo Block under header is clickable","6672","TC 13.01.50 - Check if block 1 'home-pants' in section 2 is clickablein the Promo Block on the main page","tests","Sun May 25 01:38:52 GMT 2025","broken","Sun May 25 01:38:59 GMT 2025","TestMainPage","test_main_page","",""
"Check if Sign In button is clickable","34","TC 03.01.15 Verify Sign in button is clickable","tests","Sun May 25 01:47:16 GMT 2025","passed","Sun May 25 01:47:16 GMT 2025","TestRegisteredCustomers","test_sign_in","",""
"Verify that the link 'Hoodies&Sweatshirts' is displayed and clickable","1786","TC 14.03.02 Verify the link 'Hoodies&Sweatshirts' is visible and clickable.","tests","Sun May 25 01:40:34 GMT 2025","passed","Sun May 25 01:40:36 GMT 2025","TestMenPage","test_men","",""
