"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the link 'Training' is visible and interactive and link 'Video Download' is visible","1481","TC_01_03_32_visible_and_interactive_the_link_""Training""","tests","Sun Jan 12 01:50:39 GMT 2025","passed","Sun Jan 12 01:50:40 GMT 2025","TestHeader","test_header","",""
"Check Success and Failed Login, no error validation","2319","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","tests","Sun Jan 12 02:33:36 GMT 2025","passed","Sun Jan 12 02:33:38 GMT 2025","TestFailedLogin","test_sign_in","",""
"This test checks if Orders and Returns link is clickable on each page specified in DATA_1","999","TC 02.01.20 - Check if Orders and Returns link is clickable on each page specified in DATA_1","tests","Sun Jan 12 01:48:35 GMT 2025","passed","Sun Jan 12 01:48:36 GMT 2025","TestFooter","test_footer","",""
"Check error message on attempt to reset password with empty email field","123","TC 17.01.25 Verify error on resetting My Password with empty email","tests","Sun Jan 12 01:49:41 GMT 2025","passed","Sun Jan 12 01:49:41 GMT 2025","TestForgotYourPasswordFunctionality","test_forgot_your_password","",""
"Check that Privacy and Cookie Policy link in footer is correct","1819","TC 02.02.02 - Check Privacy and Cookie Policy link in footer leads to the correct page from each page specified in DATA_1","tests","Sun Jan 12 01:49:04 GMT 2025","passed","Sun Jan 12 01:49:06 GMT 2025","TestFooter","test_footer","",""
" Verify that Sign in Information heading is present","41","TC 04_01_10 Verify Sign in Information heading","tests","Sun Jan 12 01:46:28 GMT 2025","passed","Sun Jan 12 01:46:28 GMT 2025","TestCreateAnAccount","test_create_an_account","",""
"Check that Privacy and Cookie Policy link in footer is correct","1935","TC 02.02.02 - Check Privacy and Cookie Policy link in footer leads to the correct page from each page specified in DATA_1","tests","Sun Jan 12 01:49:01 GMT 2025","passed","Sun Jan 12 01:49:03 GMT 2025","TestFooter","test_footer","",""
"This test checks if Write for us link is clickable on each page specified in DATA_1","0","TC 02.01.30 - Check if Write for us link is clickable on each page specified in DATA_1","tests","Sun Jan 12 01:48:40 GMT 2025","skipped","Sun Jan 12 01:48:40 GMT 2025","TestFooter","test_footer","",""
"Verify the link 'Sale' is visible and interactive","1710","TC 01.03.35 visible and interactive the link ""Sale""","tests","Sun Jan 12 01:50:29 GMT 2025","passed","Sun Jan 12 01:50:31 GMT 2025","TestHeader","test_header","",""
"
        Check that the 'Reload captcha' button generates a new captcha image
        and ensure the new image source is different from the original image source
        ","0","TC 17.01.16 Verify click Reload captcha button generates a new captcha image","tests","Sun Jan 12 01:49:37 GMT 2025","skipped","Sun Jan 12 01:49:37 GMT 2025","TestForgotYourPassword","test_forgot_your_password","",""
