"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check that Advanced Search link in footer is correct","5295","TC 02.02.03 - Check Advanced Search link in footer leads to the correct page from each page specified in DATA_1","tests","Sun Oct 05 01:27:12 UTC 2025","broken","Sun Oct 05 01:27:17 UTC 2025","TestFooter","test_footer","",""
"Check if the Email input is of correct format (input-text) and clickable","5097","TC 03.01.05 Verify Email field is correct format and clickable","tests","Sun Oct 05 01:53:26 UTC 2025","broken","Sun Oct 05 01:53:31 UTC 2025","TestRegisteredCustomers","test_sign_in","",""
"This test checks if block 1 'home-pants' is displayed in section 2 of Promo Block under header
            on the Main Page","5281","TC 13.01.10 - Check display of block 1 'home-pants' in section 2 in the Promo Block","tests","Sun Oct 05 01:37:46 UTC 2025","broken","Sun Oct 05 01:37:51 UTC 2025","TestMainPage","test_main_page","",""
"This test checks that button Add to Cart is visible on the product card when hover by product","5381","test_tc_06_01_08_check_btn_add_to_cart_is_visible","tests","Sun Oct 05 01:35:49 UTC 2025","broken","Sun Oct 05 01:35:54 UTC 2025","TestMainPage","test_main_page","",""
"Checks if the footer is present in the DOM tree on each page specified in DATA_1","0","TC 02.01.01 - Check Footer is present in the DOM tree on each page specified in DATA_1","tests","Sun Oct 05 01:22:52 UTC 2025","skipped","Sun Oct 05 01:22:52 UTC 2025","TestFooter","test_footer","",""
"This test checks if block 3 'home-erin' is displayed in section 2 of Promo Block under header
            on the Main Page","5365","TC 13.01.12 - Check display of block 3 'home-erin' in section 2 in the Promo Block","tests","Sun Oct 05 01:37:59 UTC 2025","broken","Sun Oct 05 01:38:05 UTC 2025","TestMainPage","test_main_page","",""
"This test check the cursor change when hovering over the block training on demand","0","TC 16.02.08 Check the cursor change to block training on demand","tests","Sun Oct 05 01:58:32 UTC 2025","skipped","Sun Oct 05 01:58:32 UTC 2025","TestMainPage","test_training","",""
"Checks if text of Advanced Search link is correct on each page in DATA_1","226","TC 02.01.17 - Check text of Advanced Search link on each page specified in DATA_1","tests","Sun Oct 05 01:25:19 UTC 2025","broken","Sun Oct 05 01:25:20 UTC 2025","TestFooter","test_footer","",""
"Check the 'Bottoms' subsection in 'Women' section is displayed and the 'Pants' and 'Shorts'         subsections is displayed","5355","TC 01.03.11 display and interactivity of the ""Bottoms"" section of the ""Women"" section","tests","Sun Oct 05 01:34:54 UTC 2025","broken","Sun Oct 05 01:34:59 UTC 2025","TestHeader","test_header","",""
" Verify that customer can't Create An Account with registered email before ","5102","test 04.02.08 create an account with registered email","tests","Sun Oct 05 01:21:34 UTC 2025","broken","Sun Oct 05 01:21:39 UTC 2025","TestCreateAnAccount","test_create_an_account","",""
"Check the 'Bottoms' subsection in 'Men' section is displayed and the 'Pants' and 'Shorts'         subsections is displayed","5292","TC 01.03.23 display and interactivity of the ""Bottoms"" section of the ""Men"" section","tests","Sun Oct 05 01:31:40 UTC 2025","broken","Sun Oct 05 01:31:45 UTC 2025","TestHeader","test_header","",""
"Verify the link 'Bags' redirected to the page and the 'Bags' header is displayed","5298","TC 01.03.29 correctly redirected the link ""Gear - Bags""","tests","Sun Oct 05 01:32:20 UTC 2025","broken","Sun Oct 05 01:32:25 UTC 2025","TestHeader","test_header","",""
"Check that five elements in Men's Deals section are displayed and enabled","5096","TC 10.02.02, 10.02.04, 10.02.06, 10.02.08, 10.02.10 - Verify 5 links in Men's Deals section are visible and clickable","tests","Sun Oct 05 01:47:25 UTC 2025","broken","Sun Oct 05 01:47:30 UTC 2025","TestSalePage","test_sale","",""
"This test checks if the info block text in section 2 block 4 'home-performance' is correct
            in the Promo Block under header on the main page","194","TC 13.01.34 - Check the display of the text in block 4 'home-performance' in the Promo Block","tests","Sun Oct 05 01:39:36 UTC 2025","broken","Sun Oct 05 01:39:36 UTC 2025","TestMainPage","test_main_page","",""
"Checks if placeholder in Subscribe Email Field is visible on each page in DATA_1","0","TC 02.01.50 - Check display of placeholder in Subscribe Email Field on each page specified in DATA_1","tests","Sun Oct 05 01:26:57 UTC 2025","skipped","Sun Oct 05 01:26:57 UTC 2025","TestFooter","test_footer","",""
"This test checks that the card has a price and a price in USD","5285","test_check_card_price","tests","Sun Oct 05 01:35:41 UTC 2025","skipped","Sun Oct 05 01:35:46 UTC 2025","TestMainPage","test_main_page","",""
"Check the list appears with sections 'My Account', 'My Wish List', 'Sign Out' after clicking the button,        then clicking on 'Sign Out' redirects to the account page with the header 'You are signed out' displayed         and redirected to the Main Page after 5 seconds","5345","TC 01.01.12 functionality of the ""Sign In"" section in the dropdown list","tests","Sun Oct 05 01:34:07 UTC 2025","broken","Sun Oct 05 01:34:12 UTC 2025","TestHeader","test_header","",""
"Verify that the subhead 'BOTTOMS' is displayed","5288","TC 14.04.01 Verify the 'BOTTOMS' subhead is displayed","tests","Sun Oct 05 01:43:57 UTC 2025","broken","Sun Oct 05 01:44:02 UTC 2025","TestMenPage","test_men","",""
"Check that the 'Reset My Password' button is clickable","5103","TC 17.01.20 Verify Reset My Password button is clickable","tests","Sun Oct 05 01:28:32 UTC 2025","broken","Sun Oct 05 01:28:37 UTC 2025","TestForgotYourPassword","test_forgot_your_password","",""
"This test checks if the image in section 2 block 3 'home-erin' is visible","224","TC 13.01.26 - Check the display of an image in block 3 'home-erin' in the Promo Block","tests","Sun Oct 05 01:39:10 UTC 2025","broken","Sun Oct 05 01:39:10 UTC 2025","TestMainPage","test_main_page","",""
"Verify that text-2 in 'Luma hoodies' block correctly displayed","0","TC 14.06.36 Verify that the 'Dress for fitness' text is visible.","tests","Sun Oct 05 01:44:36 UTC 2025","skipped","Sun Oct 05 01:44:36 UTC 2025","TestMenPagePromoBlock","test_men","",""
"Checks if text of 'Subscribe to our mailing list' link is correct on each page in DATA_1","0","TC 02.01.56 - Check text of 'Subscribe to our mailing list' link on each page specified in DATA_1","tests","Sun Oct 05 01:26:57 UTC 2025","skipped","Sun Oct 05 01:26:57 UTC 2025","TestFooter","test_footer","",""
"Verify the link 'Fitness Equipment' redirected to the page and the 'Fitness Equipment' header is displayed","5349","TC 01.03.30 correctly redirected the link ""Gear - Fitness Equipment""","tests","Sun Oct 05 01:32:27 UTC 2025","broken","Sun Oct 05 01:32:32 UTC 2025","TestHeader","test_header","",""
"Verify that the block 'Luma tees' is displayed on the Men page","0","TC 14.06.27 Verify the visibility of 'Luma tees' promo block.","tests","Sun Oct 05 01:44:36 UTC 2025","skipped","Sun Oct 05 01:44:36 UTC 2025","TestMenPagePromoBlock","test_men","",""
