"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
            This test will check that after clicking on the add to wishlist button,
            you are redirected to the My Wishlist page
            User is authorized
            ","0","Check the transition to the page my wish after clicking on the button. User is authorized","tests","Sat Nov 09 01:37:22 GMT 2024","skipped","Sat Nov 09 01:37:22 GMT 2024","TestMainPage","test_main_page","",""
"Checks if text of Privacy and Cookie Policy link matches expected on each page in DATA_1","1345","TC 02.01.12 - Check text of Privacy and Cookie Policy link on each page specified in DATA_1","tests","Sat Nov 09 01:28:55 GMT 2024","passed","Sat Nov 09 01:28:57 GMT 2024","TestFooter","test_footer","",""
"Check that the 'Proceed to checkout' button is displayed and clickable.","0","tc 07.02.07 Verify that 'Proceed to checkout' button is displayed and clickable","tests","Sat Nov 09 01:45:34 GMT 2024","passed","Sat Nov 09 01:45:34 GMT 2024","TestShoppingCartFull","test_shopping_cart","",""
"This test checks if block 4 'home-performance' in section 2 in Promo Block under header is clickable","1888","TC 13.01.53 - Check if block 4 'home-performance' in section 2 is clickablein the Promo Block on the main page","tests","Sat Nov 09 01:39:55 GMT 2024","passed","Sat Nov 09 01:39:57 GMT 2024","TestMainPage","test_main_page","",""
"Check hovering over the shopping cart icon changes the cursor to a ""hand,"" indicating that the cart is a         clickable element, click on it and the message ""You have no items in your shopping cart."" appears","1836","TC 01.02.05 display and interactivity of the cart icon","tests","Sat Nov 09 01:31:50 GMT 2024","passed","Sat Nov 09 01:31:52 GMT 2024","TestHeader","test_header","",""
"Check that table headers in item cart are visible","158","test_tc_07_02_02_Verify_table_headers_in_item_cart_are_visible[t_header3]","tests","Sat Nov 09 01:46:46 GMT 2024","passed","Sat Nov 09 01:46:46 GMT 2024","TestShoppingCartFull","test_shopping_cart","",""
" Verify presence of Password label and the required asterisk ","741","TC 04_01_13 Verify presence of Password label and the required asterisk","tests","Sat Nov 09 01:27:16 GMT 2024","passed","Sat Nov 09 01:27:17 GMT 2024","TestCreateAnAccount","test_create_an_account","",""
"Check title of Gear Deals section","68","TC 10.03.01 - Verify 'GEAR DEALS' title is correct","tests","Sat Nov 09 01:43:51 GMT 2024","passed","Sat Nov 09 01:43:51 GMT 2024","TestSalePage","test_sale","",""
"Verify 'Sale' link click redirected to the page and the 'Sale' header is displayed","3603","TC 01.03.36 correctly redirected the link sale","tests","Sat Nov 09 01:31:45 GMT 2024","passed","Sat Nov 09 01:31:49 GMT 2024","TestHeader","test_header","",""
"Verify that the link 'Pants' is displayed and clickable","2752","TC 14.04.02 Verify the link 'Pants' is visible and clickable.","tests","Sat Nov 09 01:41:20 GMT 2024","passed","Sat Nov 09 01:41:22 GMT 2024","TestMenPage","test_men","",""
"This test check the cursor change when hovering over the cart buttons","1806","test_tc_06_01_10_check_the_cursor_change_to_cart_button[add_to_card]","tests","Sat Nov 09 01:36:24 GMT 2024","passed","Sat Nov 09 01:36:26 GMT 2024","TestMainPage","test_main_page","",""
"Checks if Orders and Returns link is visible on each page in DATA_1","1141","TC 02.01.19 - Check display of Orders and Returns link on each page specified in DATA_1","tests","Sat Nov 09 01:29:27 GMT 2024","passed","Sat Nov 09 01:29:28 GMT 2024","TestFooter","test_footer","",""
