"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that text-1 in 'Luma tees' block correctly displayed","0","TC 14.06.29 Verify that the 'Luma tees' text is visible.","tests","Fri Nov 22 02:10:30 GMT 2024","skipped","Fri Nov 22 02:10:30 GMT 2024","TestMenPagePromoBlock","test_men","",""
"
            This test will check that the add to wishlist and add to compare buttons are visible on the screen
            ","2372","Check the display of the add to wish and add to compare buttons","tests","Fri Nov 22 02:04:43 GMT 2024","passed","Fri Nov 22 02:04:45 GMT 2024","TestMainPage","test_main_page","",""
"Verify that the subhead 'TOPS' is displayed","2350","TC 14.03.01 Verify the 'TOPS' subhead is displayed","tests","Fri Nov 22 02:09:09 GMT 2024","passed","Fri Nov 22 02:09:12 GMT 2024","TestMenPage","test_men","",""
"Checks if the Search Terms link is present in the DOM tree on each page specified in DATA_1","1775","TC 02.01.03 - Check Search Terms link is present in the DOM tree on each page specified in DATA_1","tests","Fri Nov 22 01:44:55 GMT 2024","passed","Fri Nov 22 01:44:57 GMT 2024","TestFooter","test_footer","",""
"Check title-text and content-text in 3-columns block - sale-women-t-shirts","258","TC 10.04.15 - Verify the text in 3-columns block - sale-women-t-shirts","tests","Fri Nov 22 02:14:12 GMT 2024","passed","Fri Nov 22 02:14:12 GMT 2024","TestSalePage","test_sale","",""
"Verify that click 'Forgot your password?' link opens correct page","1686","TC 03.01.17 Verify Forgot Your Password link is functional","tests","Fri Nov 22 02:18:39 GMT 2024","passed","Fri Nov 22 02:18:40 GMT 2024","TestRegisteredCustomers","test_sign_in","",""
"Check that table headers in item cart are visible","155","test_tc_07_02_02_Verify_table_headers_in_item_cart_are_visible[t_header3]","tests","Fri Nov 22 02:16:32 GMT 2024","passed","Fri Nov 22 02:16:32 GMT 2024","TestShoppingCartFull","test_shopping_cart","",""
"Checks if Footer is visible on each page specified in DATA_1","1998","TC 02.01.02 - Check Footer display on each page specified in DATA_1","tests","Fri Nov 22 01:44:52 GMT 2024","passed","Fri Nov 22 01:44:54 GMT 2024","TestFooter","test_footer","",""
"
        Check the captcha field is activated with a cursor and gets highlighted when clicked
        ","0","TC 17.01.12 Verify FYP captcha field highlighting on click","tests","Fri Nov 22 01:48:11 GMT 2024","skipped","Fri Nov 22 01:48:11 GMT 2024","TestForgotYourPassword","test_forgot_your_password","",""
"Checks if text of Advanced Search link is correct on each page in DATA_1","2544","TC 02.01.17 - Check text of Advanced Search link on each page specified in DATA_1","tests","Fri Nov 22 01:46:13 GMT 2024","passed","Fri Nov 22 01:46:15 GMT 2024","TestFooter","test_footer","",""
"This test checks if block 1 'home-pants' in section 2 in the Promo Block is present
            in the DOM tree on the main page","3588","TC 13.01.44 - Check block 1 'home-pants' in section 2 of the Promo Block is present in the DOM tree","tests","Fri Nov 22 02:07:42 GMT 2024","passed","Fri Nov 22 02:07:46 GMT 2024","TestMainPage","test_main_page","",""
"Check that bags link is correct","3870","test_TC_11_01_03","tests","Fri Nov 22 01:48:26 GMT 2024","passed","Fri Nov 22 01:48:30 GMT 2024","TestGearPage","test_gear","",""
"This test check the cursor change when hovering over the block training on demand","0","TC 16.02.08 Check the cursor change to block training on demand","tests","Fri Nov 22 02:21:21 GMT 2024","skipped","Fri Nov 22 02:21:21 GMT 2024","TestMainPage","test_training","",""
"Verify that text-3 in 'Luma hoodies' block correctly displayed","0","TC 14.06.37 Verify that the 'Shop Hoodies' text is visible.","tests","Fri Nov 22 02:10:30 GMT 2024","skipped","Fri Nov 22 02:10:30 GMT 2024","TestMenPagePromoBlock","test_men","",""
"Verify that the subhead 'BOTTOMS' is displayed","2411","TC 14.04.01 Verify the 'BOTTOMS' subhead is displayed","tests","Fri Nov 22 02:10:01 GMT 2024","passed","Fri Nov 22 02:10:03 GMT 2024","TestMenPage","test_men","",""
"Verify the link 'Sale' is visible and interactive","2645","TC 01.03.35 visible and interactive the link ""Sale""","tests","Fri Nov 22 01:59:32 GMT 2024","passed","Fri Nov 22 01:59:35 GMT 2024","TestHeader","test_header","",""
"Check 'Hoodies & Sweatshirts' subsection link click in 'Women' section redirects to the         Hoodies & Sweatshirts-women page and the 'Hoodies & Sweatshirts' header is displayed","3613","TC 01.03.08 correctness of the ""Hoodies & Sweatshirts"" link of the ""Women"" section","tests","Fri Nov 22 02:03:23 GMT 2024","passed","Fri Nov 22 02:03:26 GMT 2024","TestHeader","test_header","",""
"Check that five links in Men's Deals section lead to the correct pages after click","1756","TC 10.02.03, 10.02.05, 10.02.07, 10.02.09, 10.02.11 - Verify 5 links in Men's Deals open the correct pages","tests","Fri Nov 22 02:12:33 GMT 2024","passed","Fri Nov 22 02:12:34 GMT 2024","TestSalePage","test_sale","",""
"This test checks the color change of the add to wishlist button and add to compare button on hover","2110","test_tc_06_01_12_the_color_change_my_wish_and_add_to_compare_button[add_to_wish_list]","tests","Fri Nov 22 02:04:36 GMT 2024","passed","Fri Nov 22 02:04:38 GMT 2024","TestMainPage","test_main_page","",""
"Check that table headers in item cart are visible","166","test_tc_07_02_02_Verify_table_headers_in_item_cart_are_visible[t_header2]","tests","Fri Nov 22 02:16:25 GMT 2024","passed","Fri Nov 22 02:16:25 GMT 2024","TestShoppingCartFull","test_shopping_cart","",""
