"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks if Search Terms link is clickable on each page specified in DATA_1","1121","TC 02.01.05 - Check if Search Terms link is clickable on each page specified in DATA_1","tests","Tue Jan 07 01:40:35 GMT 2025","passed","Tue Jan 07 01:40:36 GMT 2025","TestFooter","test_footer","",""
"Check Success and Failed Login, no error validation","2408","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","tests","Tue Jan 07 02:01:24 GMT 2025","passed","Tue Jan 07 02:01:26 GMT 2025","TestFailedLogin","test_sign_in","",""
"Check that five elements in Men's Deals section are displayed and enabled","43","TC 10.02.02, 10.02.04, 10.02.06, 10.02.08, 10.02.10 - Verify 5 links in Men's Deals section are visible and clickable","tests","Tue Jan 07 01:56:02 GMT 2025","passed","Tue Jan 07 01:56:02 GMT 2025","TestSalePage","test_sale","",""
"Check Registered Customers note is present ","40","TC 17.01.02 Verify Forgot Your Password note","tests","Tue Jan 07 01:42:29 GMT 2025","passed","Tue Jan 07 01:42:29 GMT 2025","TestForgotYourPassword","test_forgot_your_password","",""
" Verify presence of First name label and the required asterisk ","72","TC 04_01_03 Verify presence of First name label and the required asterisk","tests","Tue Jan 07 01:39:08 GMT 2025","passed","Tue Jan 07 01:39:08 GMT 2025","TestCreateAnAccount","test_create_an_account","",""
"Verify that text-1 in 'Luma shorts' block correctly displayed","0","TC 14.06.23 Verify that the 'Luma shorts' text is visible.","tests","Tue Jan 07 01:54:10 GMT 2025","skipped","Tue Jan 07 01:54:10 GMT 2025","TestMenPagePromoBlock","test_men","",""
"Verify that the header 'Men' is displayed","1014","TC 14.06.01 Verify the 'Men' header is displayed","tests","Tue Jan 07 01:54:09 GMT 2025","passed","Tue Jan 07 01:54:10 GMT 2025","TestMenPagePromoBlock","test_men","",""
"Check 'Hoodies & Sweatshirts' subsection link click in 'Women' section redirects to the         Hoodies & Sweatshirts-women page and the 'Hoodies & Sweatshirts' header is displayed","2718","TC 01.03.08 correctness of the ""Hoodies & Sweatshirts"" link of the ""Women"" section","tests","Tue Jan 07 01:46:20 GMT 2025","passed","Tue Jan 07 01:46:22 GMT 2025","TestHeader","test_header","",""
"This test checks if the image in section 2 block 1 'home-pants' is correct","1177","TC 13.01.16 - Check correctness of the image in block 1 'home-pants' in the Promo Block","tests","Tue Jan 07 01:48:49 GMT 2025","broken","Tue Jan 07 01:48:50 GMT 2025","TestMainPage","test_main_page","",""
"Check Sidebar Video Download contains URL","50","TC 16.01.04 Verify Sidebar panel title Video Download contains URL","tests","Tue Jan 07 02:02:20 GMT 2025","passed","Tue Jan 07 02:02:20 GMT 2025","TestMainPage","test_training","",""
