"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks that if a product has a review, then the product card has a rating","167","test_check_card_rating","tests","Sun Dec 21 01:44:27 UTC 2025","passed","Sun Dec 21 01:44:27 UTC 2025","TestMainPage","test_main_page","",""
"Checks if Orders and Returns link is present in the DOM tree on each page specified in DATA_1","5303","TC 02.01.18 - Check Orders and Returns link is present in the DOM tree on each page specified in DATA_1","tests","Sun Dec 21 01:34:16 UTC 2025","broken","Sun Dec 21 01:34:21 UTC 2025","TestFooter","test_footer","",""
"Checks if Footer is visible on each page specified in DATA_1","5279","TC 02.01.02 - Check Footer display on each page specified in DATA_1","tests","Sun Dec 21 01:31:44 UTC 2025","broken","Sun Dec 21 01:31:49 UTC 2025","TestFooter","test_footer","",""
"Verify that text-2 in 'Luma tees' block correctly displayed","0","TC 14.06.30 Verify that the 'Grab a tee or two!' text is visible.","tests","Sun Dec 21 01:53:09 UTC 2025","skipped","Sun Dec 21 01:53:09 UTC 2025","TestMenPagePromoBlock","test_men","",""
"Verify that text-1 in 'Luma hoodies' block correctly displayed","0","TC 14.06.35 Verify that the 'Luma hoodies' text is visible.","tests","Sun Dec 21 01:53:09 UTC 2025","skipped","Sun Dec 21 01:53:09 UTC 2025","TestMenPagePromoBlock","test_men","",""
"Check that 'Subscribe to our mailing list' link in footer is correct","0","TC 02.02.07 - Check 'Subscribe to our mailing list' link in footer leads to the correct page from each page specified in DATA_1","tests","Sun Dec 21 01:36:23 UTC 2025","skipped","Sun Dec 21 01:36:23 UTC 2025","TestFooter","test_footer","",""
"Checks if Advanced Search link is present in the DOM tree on each page specified in DATA_1","5278","TC 02.01.13 - Check Advanced Search link is present in the DOM tree on each page specified in DATA_1","tests","Sun Dec 21 01:33:26 UTC 2025","broken","Sun Dec 21 01:33:32 UTC 2025","TestFooter","test_footer","",""
"This test checks if the sign in info block in section 2 block 1 'home-pants' is correct
            in the Promo Block under header on the Main Page","5292","TC 13.01.20 - Check the display of the sign in block 1 'home-pants' in the Promo Block","tests","Sun Dec 21 01:47:25 UTC 2025","broken","Sun Dec 21 01:47:30 UTC 2025","TestMainPage","test_main_page","",""
"Verify that the block 'Last chance for pants' is displayed on the Men page","0","TC 14.06.15 Verify the visibility of 'Last chance for pants' promo block.","tests","Sun Dec 21 01:53:09 UTC 2025","skipped","Sun Dec 21 01:53:09 UTC 2025","TestMenPagePromoBlock","test_men","",""
"This test checks if the info block text in section 2 block 2 'home-t-shirts' is correct
            in the Promo Block under header on the main page","224","TC 13.01.24 - Check the display of the text in block 2 'home-t-shirts' in the Promo Block","tests","Sun Dec 21 01:47:43 UTC 2025","broken","Sun Dec 21 01:47:43 UTC 2025","TestMainPage","test_main_page","",""
"Check the list appears with sections 'My Account', 'My Wish List', 'Sign Out' after clicking the button,        then clicking on 'My Account' redirects to the account page with the header 'My Account' displayed","5285","TC 01.01.10 functionality of the ""My account"" section in the dropdown list","tests","Sun Dec 21 01:42:35 UTC 2025","broken","Sun Dec 21 01:42:40 UTC 2025","TestHeader","test_header","",""
"Verify Order Total in Summary: Order Total = Subtotal - Discount + Tax and displayed correctly.","0","tc 07.02.23 Verify Order Total in Summury displayed correctly.","tests","Sun Dec 21 02:00:17 UTC 2025","broken","Sun Dec 21 02:00:17 UTC 2025","TestShoppingCartFull","test_shopping_cart","",""
"This test checks block-promo training-erin is displayed","0","TC 16.02.03 - Check the display of block 2 erin","tests","Sun Dec 21 02:06:53 UTC 2025","skipped","Sun Dec 21 02:06:53 UTC 2025","TestMainPage","test_training","",""
" Verify that Sign in Information heading is present","5106","TC 04_01_10 Verify Sign in Information heading","tests","Sun Dec 21 01:29:32 UTC 2025","broken","Sun Dec 21 01:29:37 UTC 2025","TestCreateAnAccount","test_create_an_account","",""
"Check that Contact Us link in footer is correct","1","TC 02.02.05 - Check Contact Us link in footer leads to the correct page from each page specified in DATA_1","tests","Sun Dec 21 01:36:23 UTC 2025","skipped","Sun Dec 21 01:36:23 UTC 2025","TestFooter","test_footer","",""
"This test checks if Advanced Search link is clickable on each page specified in DATA_1","5282","TC 02.01.15 - Check if Advanced Search link is clickable on each page specified in DATA_1","tests","Sun Dec 21 01:33:53 UTC 2025","broken","Sun Dec 21 01:33:58 UTC 2025","TestFooter","test_footer","",""
"Verify that the block 'Luma hoodies' is displayed on the Men page","0","TC 14.06.33 Verify the visibility of 'Luma hoodies' promo block.","tests","Sun Dec 21 01:53:09 UTC 2025","skipped","Sun Dec 21 01:53:09 UTC 2025","TestMenPagePromoBlock","test_men","",""
"Checks if placeholder in Email field is present in the DOM tree on each page specified in DATA_1","0","TC 02.01.49 - Check placeholder in Subscribe Email Field is present in the DOM tree on each page specified in DATA_1","tests","Sun Dec 21 01:35:44 UTC 2025","skipped","Sun Dec 21 01:35:44 UTC 2025","TestFooter","test_footer","",""
"This test check the cursor change when hovering over the block training main","0","TC 16.02.06 Check the cursor change to block training main ","tests","Sun Dec 21 02:06:53 UTC 2025","skipped","Sun Dec 21 02:06:53 UTC 2025","TestMainPage","test_training","",""
"Check 'Bottoms' subsection link in 'Women' section click redirects to the Bottoms page and         the 'Bottoms' header is displayed","5285","TC 01.03.12 correctness of the ""Bottoms"" link of the ""Women"" section","tests","Sun Dec 21 01:43:41 UTC 2025","broken","Sun Dec 21 01:43:46 UTC 2025","TestHeader","test_header","",""
"This test check the cursor change when hovering over the block training on demand","0","TC 16.02.08 Check the cursor change to block training on demand","tests","Sun Dec 21 02:06:53 UTC 2025","skipped","Sun Dec 21 02:06:53 UTC 2025","TestMainPage","test_training","",""
"This test checks if block 1 'home-pants' in section 2 in Promo Block under header is clickable","5281","TC 13.01.50 - Check if block 1 'home-pants' in section 2 is clickablein the Promo Block on the main page","tests","Sun Dec 21 01:49:36 UTC 2025","broken","Sun Dec 21 01:49:41 UTC 2025","TestMainPage","test_main_page","",""
"The test checks if the displayed captcha matches the entered value in the captcha field","0","TC 17.01.13 Verify displayed captcha matches the entered value in FYP captcha field","tests","Sun Dec 21 01:37:16 UTC 2025","skipped","Sun Dec 21 01:37:16 UTC 2025","TestForgotYourPassword","test_forgot_your_password","",""
"Verify that the image in the block 'Luma tees' is displayed on the Men page","0","TC 14.06.28 Verify the visibility of the image in the 'Luma tees' promo block.","tests","Sun Dec 21 01:53:09 UTC 2025","skipped","Sun Dec 21 01:53:09 UTC 2025","TestMenPagePromoBlock","test_men","",""
"This test checks if Search Terms link is clickable on each page specified in DATA_1","5280","TC 02.01.05 - Check if Search Terms link is clickable on each page specified in DATA_1","tests","Sun Dec 21 01:32:24 UTC 2025","broken","Sun Dec 21 01:32:29 UTC 2025","TestFooter","test_footer","",""
"Verify that the click on the block 'Last chance for pants' correctly redirects to a new webpage","0","TC 14.06.20 Verify the click on the block 'Last chance for pants' redirects to a correct page.","tests","Sun Dec 21 01:53:09 UTC 2025","skipped","Sun Dec 21 01:53:09 UTC 2025","TestMenPagePromoBlock","test_men","",""
