"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test checks if info block in section 2 block 4 'home-performance' is displayed in the Promo Block
            under header on the Main Page","6708","TC 13.01.32 - Check the display of the info block in block 4 'home-performance' in the Promo Block","tests","Wed Jan 29 01:47:36 GMT 2025","broken","Wed Jan 29 01:47:43 GMT 2025","TestMainPage","test_main_page","",""
" Verify that customer can't Create An Account with empty password","613","test 04.02.05 create an account with empty password","tests","Wed Jan 29 01:36:39 GMT 2025","passed","Wed Jan 29 01:36:40 GMT 2025","TestCreateAnAccount","test_create_an_account","",""
"Checks if text of Search Terms link is correct on each page in DATA_1","0","TC 02.01.07 - Check text of Search Terms link on each page specified in DATA_1","tests","Wed Jan 29 01:37:22 GMT 2025","skipped","Wed Jan 29 01:37:22 GMT 2025","TestFooter","test_footer","",""
"Checks if text of Copyright section is correct on each page in DATA_1","0","TC 02.01.37 - Check text of Copyright section on each page specified in DATA_1","tests","Wed Jan 29 01:38:39 GMT 2025","skipped","Wed Jan 29 01:38:39 GMT 2025","TestFooter","test_footer","",""
"Check that Orders and Returns link in footer is correct","2004","TC 02.02.04 - Check Orders and Returns link in footer leads to the correct page from each page specified in DATA_1","tests","Wed Jan 29 01:38:54 GMT 2025","passed","Wed Jan 29 01:38:56 GMT 2025","TestFooter","test_footer","",""
"Check that table headers in item cart are visible","40","test_tc_07_02_02_Verify_table_headers_in_item_cart_are_visible[t_header2]","tests","Wed Jan 29 01:56:31 GMT 2025","passed","Wed Jan 29 01:56:31 GMT 2025","TestShoppingCartFull","test_shopping_cart","",""
"Check img existence of Women's Deals section","61","TC 10.04.01 - Verify that the Women Deals contains an image","tests","Wed Jan 29 01:54:08 GMT 2025","passed","Wed Jan 29 01:54:08 GMT 2025","TestSalePage","test_sale","",""
"Checks if placeholder in Subscribe Email Field is visible on each page in DATA_1","0","TC 02.01.50 - Check display of placeholder in Subscribe Email Field on each page specified in DATA_1","tests","Wed Jan 29 01:38:39 GMT 2025","skipped","Wed Jan 29 01:38:39 GMT 2025","TestFooter","test_footer","",""
"This test checks if block 5 'home-eco' is displayed in section 2
            of Promo Block under header on the main page","6400","TC 13.01.14 - Check display of block 5 'home-eco' in section 2 in the Promo Block","tests","Wed Jan 29 01:45:50 GMT 2025","broken","Wed Jan 29 01:45:57 GMT 2025","TestMainPage","test_main_page","",""
"Check error on Failed Login with invalid credentials, case-sensitive password and password with spaces","1272","TC 03.02.02 to 03_02_10 Verify Error on Failed Login with invalid credentials","tests","Wed Jan 29 01:59:13 GMT 2025","passed","Wed Jan 29 01:59:14 GMT 2025","TestFailedLogin","test_sign_in","",""
