"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checks if Copyright section is visible on each page in DATA_1","1338","TC 02.01.34 - Check display of Copyright section on each page specified in DATA_1","tests","Sun May 04 01:26:37 GMT 2025","passed","Sun May 04 01:26:39 GMT 2025","TestFooter","test_footer","",""
"This test check the color change when hovering over the Add to Cart button","1628","TC 06.01.09 - check the color change to add to cart button","tests","Sun May 04 01:31:58 GMT 2025","passed","Sun May 04 01:32:00 GMT 2025","TestMainPage","test_main_page","",""
"Checks if Privacy and Cookie Policy link is visible on each page in DATA_1","1125","TC 02.01.09 - Check display of Privacy and Cookie Policy link on each page specified in DATA_1","tests","Sun May 04 01:25:42 GMT 2025","passed","Sun May 04 01:25:43 GMT 2025","TestFooter","test_footer","",""
" Verify presence of Confirm Password label and the required asterisk ","721","TC 04_01_16 Verify presence of Confirm Password label and the required asterisk","tests","Sun May 04 01:24:29 GMT 2025","passed","Sun May 04 01:24:30 GMT 2025","TestCreateAnAccount","test_create_an_account","",""
"Check if Sign In button is clickable","28","TC 03.01.15 Verify Sign in button is clickable","tests","Sun May 04 01:46:05 GMT 2025","passed","Sun May 04 01:46:05 GMT 2025","TestRegisteredCustomers","test_sign_in","",""
"This test checks if block 1 'home-pants' in section 2 in Promo Block under header is clickable","6418","TC 13.01.50 - Check if block 1 'home-pants' in section 2 is clickablein the Promo Block on the main page","tests","Sun May 04 01:37:14 GMT 2025","broken","Sun May 04 01:37:21 GMT 2025","TestMainPage","test_main_page","",""
"Check Success Login with correct credentials","1754","TC 03.02.01 Verify login with valid email valid password - Positive","tests","Sun May 04 01:46:30 GMT 2025","passed","Sun May 04 01:46:32 GMT 2025","TestLogin","test_sign_in","",""
"This test checks if Privacy and Cookie Policy link is clickable on each page specified in DATA_1","1479","TC 02.01.10 - Check if Privacy and Cookie Policy link is clickable on each page specified in DATA_1","tests","Sun May 04 01:25:44 GMT 2025","passed","Sun May 04 01:25:46 GMT 2025","TestFooter","test_footer","",""
" Verify presence of Last name label and the required asterisk ","77","TC 04_01_06 Verify presence of Last name label and the required asterisk","tests","Sun May 04 01:24:02 GMT 2025","passed","Sun May 04 01:24:02 GMT 2025","TestCreateAnAccount","test_create_an_account","",""
"Verify that text-1 in 'Save up to $24!' block correctly displayed","0","TC 14.06.11 Verify that the 'Save up to $24!' text in the 'Save up to $24!' promo block is visible.","tests","Sun May 04 01:39:38 GMT 2025","skipped","Sun May 04 01:39:38 GMT 2025","TestMenPagePromoBlock","test_men","",""
"Checks if text on Subscribe Button is correct on each page in DATA_1","0","TC 02.01.46 - Check text on Subscribe Button on each page specified in DATA_1","tests","Sun May 04 01:26:51 GMT 2025","skipped","Sun May 04 01:26:51 GMT 2025","TestFooter","test_footer","",""
"Check that five links in Men's Deals section lead to the correct pages after click","2771","TC 10.02.03, 10.02.05, 10.02.07, 10.02.09, 10.02.11 - Verify 5 links in Men's Deals open the correct pages","tests","Sun May 04 01:41:53 GMT 2025","passed","Sun May 04 01:41:55 GMT 2025","TestSalePage","test_sale","",""
"Check error message on attempt to reset password with invalid captcha","0","TC 17.01.24 Verify Error on resetting My Password with invalid captcha","tests","Sun May 04 01:27:33 GMT 2025","skipped","Sun May 04 01:27:33 GMT 2025","TestForgotYourPasswordFunctionality","test_forgot_your_password","",""
"Check 'Sign In' link click redirects to the login page and the ""Customer Login"" header is displayed","1998","TC 01.01.05 correctness of the ""Sign In"" link","tests","Sun May 04 01:28:04 GMT 2025","passed","Sun May 04 01:28:06 GMT 2025","TestHeader","test_header","",""
"Check error on Failed Login with invalid credentials, case-sensitive password and password with spaces","1336","TC 03.02.02 to 03_02_10 Verify Error on Failed Login with invalid credentials","tests","Sun May 04 01:47:34 GMT 2025","passed","Sun May 04 01:47:35 GMT 2025","TestFailedLogin","test_sign_in","",""
"Check 'Tees' subsection link click in 'Women' section redirects to the Tees-women page and         the 'Tees' header is displayed","2814","TC 01.03.09 correctness of the ""Tees"" link of the ""Women"" section","tests","Sun May 04 01:31:16 GMT 2025","passed","Sun May 04 01:31:19 GMT 2025","TestHeader","test_header","",""
"This test checks if the image in section 2 block 4 'home-performance' is visible","1177","TC 13.01.31 - Check the display of an image in block 4 'home-performance' in the Promo Block","tests","Sun May 04 01:35:24 GMT 2025","broken","Sun May 04 01:35:25 GMT 2025","TestMainPage","test_main_page","",""
"Verify that the subhead 'TOPS' is displayed","1102","TC 14.03.01 Verify the 'TOPS' subhead is displayed","tests","Sun May 04 01:38:55 GMT 2025","passed","Sun May 04 01:38:56 GMT 2025","TestMenPage","test_men","",""
"Check that Orders and Returns link in footer is correct","1966","TC 02.02.04 - Check Orders and Returns link in footer leads to the correct page from each page specified in DATA_1","tests","Sun May 04 01:27:05 GMT 2025","passed","Sun May 04 01:27:07 GMT 2025","TestFooter","test_footer","",""
"Check Shopping Cart title is displayed correctly","1994","tc 07.02.01 Verify that title Shopping Cart is displayed correctly when it is full","tests","Sun May 04 01:43:01 GMT 2025","passed","Sun May 04 01:43:03 GMT 2025","TestShoppingCartFull","test_shopping_cart","",""
"Checks if 'Contact us' link is present in the DOM tree on each page specified in DATA_1","0","TC 02.01.23 - Check 'Contact us' link is present in the DOM tree on each page specified in DATA_1","tests","Sun May 04 01:26:31 GMT 2025","skipped","Sun May 04 01:26:31 GMT 2025","TestFooter","test_footer","",""
"Checks if 'Contact us' link is visible on each page in DATA_1","0","TC 02.01.24 - Check display of 'Contact us' link on each page specified in DATA_1","tests","Sun May 04 01:26:31 GMT 2025","skipped","Sun May 04 01:26:31 GMT 2025","TestFooter","test_footer","",""
"Verify the link 'What's new' redirected to the page and the 'What's new' header is displayed","1959","TC 01.03.02 correctly redirected the_link ""What is New""","tests","Sun May 04 01:28:47 GMT 2025","passed","Sun May 04 01:28:48 GMT 2025","TestHeader","test_header","",""
"Check that two elements in Gear Deals section are displayed and enabled","32","TC 10.03.02, 10.02.04 - Verify 2 links in Gear Deals section are visible and clickable","tests","Sun May 04 01:42:03 GMT 2025","passed","Sun May 04 01:42:03 GMT 2025","TestSalePage","test_sale","",""
"This test checks that button Add to Cart is visible on the product card when hover by product","1525","test_tc_06_01_08_check_btn_add_to_cart_is_visible","tests","Sun May 04 01:31:56 GMT 2025","passed","Sun May 04 01:31:57 GMT 2025","TestMainPage","test_main_page","",""
"Checks if 'Subscribe to our mailing list' link is present in the DOM tree on each page
        specified in DATA_1","0","TC 02.01.52 - Check 'Subscribe to our mailing list' link is present in the DOM tree on each page specified in DATA_1","tests","Sun May 04 01:26:51 GMT 2025","skipped","Sun May 04 01:26:51 GMT 2025","TestFooter","test_footer","",""
"Checking title of the Style section","2689","test_tc_19_01_02","tests","Sun May 04 01:39:49 GMT 2025","passed","Sun May 04 01:39:52 GMT 2025","TestPromotionPantsPage","test_promotion_pants","",""
"Check Success and Failed Login, no error validation","4440","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","tests","Sun May 04 01:47:13 GMT 2025","passed","Sun May 04 01:47:18 GMT 2025","TestFailedLogin","test_sign_in","",""
"Check that six elements in Women's Deals section are displayed and enabled","31","TC 10.01.02, 10.01.04, 10.01.06, 10.01.08, 10.01.10, 10.01.12 - Verify 6 links in Women's Deals section are visible and clickable","tests","Sun May 04 01:40:57 GMT 2025","passed","Sun May 04 01:40:57 GMT 2025","TestSalePage","test_sale","",""
"This test checks if block 5 'home-eco' is displayed in section 2
            of Promo Block under header on the main page","6223","TC 13.01.14 - Check display of block 5 'home-eco' in section 2 in the Promo Block","tests","Sun May 04 01:33:46 GMT 2025","broken","Sun May 04 01:33:52 GMT 2025","TestMainPage","test_main_page","",""
" Verify that Personal Information heading is present ","47","TC 04_01_02 Verify Personal Information heading","tests","Sun May 04 01:23:50 GMT 2025","passed","Sun May 04 01:23:50 GMT 2025","TestCreateAnAccount","test_create_an_account","",""
"This test checks Order ID input field is visible","32","TC 05.01.03 - Verify that 'Order ID' input field is visible","tests","Sun May 04 01:39:45 GMT 2025","passed","Sun May 04 01:39:45 GMT 2025","TestOrdersAndReturnsPage","test_orders_and_returns","",""
"Verify title 'Video Download' is visible","974","TC 18.02.01 title ""Video Download"" is visible","tests","Sun May 04 01:48:16 GMT 2025","passed","Sun May 04 01:48:17 GMT 2025","TestTrainingVideoDownload","test_training_video_download","",""
"Check the ""Search"" field in the header contains the placeholder 'Search entire store here...'","1192","TC 01.02.03 presence of a  placeholder in the ""Search"" field","tests","Sun May 04 01:28:16 GMT 2025","passed","Sun May 04 01:28:18 GMT 2025","TestHeader","test_header","",""
"Verify that text-1 in 'Last chance for pants' block correctly displayed","0","TC 14.06.17 Verify that the 'Last chance for pants' text is visible.","tests","Sun May 04 01:39:38 GMT 2025","skipped","Sun May 04 01:39:38 GMT 2025","TestMenPagePromoBlock","test_men","",""
" Verify that customer can't Create An Account with empty password","434","test 04.02.05 create an account with empty password","tests","Sun May 04 01:24:48 GMT 2025","passed","Sun May 04 01:24:49 GMT 2025","TestCreateAnAccount","test_create_an_account","",""
"Verify that the link 'Women' correctly opens and redirects to a new webpage, the header 'Women' is
        displayed","1764","TC 01.03.04 correct redirection of the link ""Women""","tests","Sun May 04 01:28:44 GMT 2025","passed","Sun May 04 01:28:45 GMT 2025","TestHeader","test_header","",""
"Check img existence of 3rd column in 3-columns Promo Block section","21","TC 10.04.14 - Verify that the sale-women-t-shirts contains an image","tests","Sun May 04 01:42:39 GMT 2025","passed","Sun May 04 01:42:39 GMT 2025","TestSalePage","test_sale","",""
"Verify that click 'Forgot your password?' link opens correct page","1087","TC 03.01.17 Verify Forgot Your Password link is functional","tests","Sun May 04 01:46:10 GMT 2025","passed","Sun May 04 01:46:11 GMT 2025","TestRegisteredCustomers","test_sign_in","",""
