"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checking title of the Style section","1061","test_tc_19_01_02","tests","Thu Jan 09 02:21:56 GMT 2025","passed","Thu Jan 09 02:21:57 GMT 2025","TestPromotionPantsPage","test_promotion_pants","",""
"
            This test will check that the add to wishlist and add to compare buttons are visible on the screen
            ","1527","Check the display of the add to wish and add to compare buttons","tests","Thu Jan 09 02:14:24 GMT 2025","passed","Thu Jan 09 02:14:26 GMT 2025","TestMainPage","test_main_page","",""
"Checks if Copyright text is visible on each page in DATA_1","881","TC 02.01.36 - Check display of Copyright text on each page specified in DATA_1","tests","Thu Jan 09 02:09:05 GMT 2025","passed","Thu Jan 09 02:09:06 GMT 2025","TestFooter","test_footer","",""
"Check error message on attempt to log in with empty password","390","TC 03.02.05 Verify error on attempting to log in with empty email - Negative","tests","Thu Jan 09 02:28:24 GMT 2025","passed","Thu Jan 09 02:28:25 GMT 2025","TestLogin","test_sign_in","",""
"Check error message on attempt to reset password with empty email field","270","TC 17.01.25 Verify error on resetting My Password with empty email","tests","Thu Jan 09 02:09:49 GMT 2025","passed","Thu Jan 09 02:09:49 GMT 2025","TestForgotYourPasswordFunctionality","test_forgot_your_password","",""
"Verify that text-2 in 'Luma shorts' block correctly displayed","0","TC 14.06.24 Verify that the 'Cool it now' text is visible.","tests","Thu Jan 09 02:21:45 GMT 2025","skipped","Thu Jan 09 02:21:45 GMT 2025","TestMenPagePromoBlock","test_men","",""
"Checks if Search Terms link is visible on each page in DATA_1","1425","TC 02.01.04 - Check display of Search Terms link on each page specified in DATA_1","tests","Thu Jan 09 02:07:28 GMT 2025","passed","Thu Jan 09 02:07:30 GMT 2025","TestFooter","test_footer","",""
"Check 'Hoodies & Sweatshirts' subsection link click in 'Men' section redirects to the         Hoodies & Sweatshirts-men page and the 'Hoodies & Sweatshirts' header is displayed","5558","TC 01.03.20 correctness of the ""Hoodies & Sweatshirts"" link of the ""Men"" section","tests","Thu Jan 09 02:12:28 GMT 2025","passed","Thu Jan 09 02:12:33 GMT 2025","TestHeader","test_header","",""
"This test checks if the sign in info block in section 2 block 4 'home-performance' is correct
            in the Promo Block under header on the main page","1246","TC 13.01.35 - Check the display of the sign in block 4 'home-performance' in the Promo Block","tests","Thu Jan 09 02:17:59 GMT 2025","broken","Thu Jan 09 02:18:00 GMT 2025","TestMainPage","test_main_page","",""
"Checks if Copyright section is visible on each page in DATA_1","978","TC 02.01.34 - Check display of Copyright section on each page specified in DATA_1","tests","Thu Jan 09 02:08:56 GMT 2025","passed","Thu Jan 09 02:08:57 GMT 2025","TestFooter","test_footer","",""
"Check Shopping Cart title is displayed correctly","1273","tc 07.02.01 Verify that title Shopping Cart is displayed correctly when it is full","tests","Thu Jan 09 02:24:59 GMT 2025","passed","Thu Jan 09 02:25:01 GMT 2025","TestShoppingCartFull","test_shopping_cart","",""
"Checks if Orders and Returns link is present in the DOM tree on each page specified in DATA_1","972","TC 02.01.18 - Check Orders and Returns link is present in the DOM tree on each page specified in DATA_1","tests","Thu Jan 09 02:08:31 GMT 2025","passed","Thu Jan 09 02:08:31 GMT 2025","TestFooter","test_footer","",""
"Checks if Copyright text is visible on each page in DATA_1","1185","TC 02.01.36 - Check display of Copyright text on each page specified in DATA_1","tests","Thu Jan 09 02:09:03 GMT 2025","passed","Thu Jan 09 02:09:04 GMT 2025","TestFooter","test_footer","",""
"This test checks block-promo training-main is displayed","0","TC 16.02.02 - Check the display of block 1 main","tests","Thu Jan 09 02:29:43 GMT 2025","skipped","Thu Jan 09 02:29:43 GMT 2025","TestMainPage","test_training","",""
"Check that 'Subscribe to our mailing list' link in footer is correct","0","TC 02.02.07 - Check 'Subscribe to our mailing list' link in footer leads to the correct page from each page specified in DATA_1","tests","Thu Jan 09 02:09:25 GMT 2025","skipped","Thu Jan 09 02:09:25 GMT 2025","TestFooter","test_footer","",""
"Check error on Failed Login with invalid credentials, case-sensitive password and password with spaces","1949","TC 03.02.02 to 03_02_10 Verify Error on Failed Login with invalid credentials","tests","Thu Jan 09 02:29:09 GMT 2025","passed","Thu Jan 09 02:29:11 GMT 2025","TestFailedLogin","test_sign_in","",""
"Verify that the subhead 'BOTTOMS' is displayed","969","TC 14.04.01 Verify the 'BOTTOMS' subhead is displayed","tests","Thu Jan 09 02:21:30 GMT 2025","failed","Thu Jan 09 02:21:31 GMT 2025","TestMenPage","test_men","",""
"Check 'Pants' subsection link click in 'Women' section redirects to the Pants page and         the 'Pants' header is displayed","2574","TC 01.03.13 correctness of the ""Pants"" link of the ""Women"" section","tests","Thu Jan 09 02:13:41 GMT 2025","passed","Thu Jan 09 02:13:44 GMT 2025","TestHeader","test_header","",""
" Verify presence of Password Strength hint and warning color of weak password ","259","TC 04_02_09_13 Verify presence of strong password strength hint","tests","Thu Jan 09 02:07:17 GMT 2025","passed","Thu Jan 09 02:07:17 GMT 2025","TestCreateAnAccount","test_create_an_account","",""
"Verify that the link 'Women' correctly opens and redirects to a new webpage, the header 'Women' is
        displayed","1903","TC 01.03.04 correct redirection of the link ""Women""","tests","Thu Jan 09 02:10:55 GMT 2025","passed","Thu Jan 09 02:10:57 GMT 2025","TestHeader","test_header","",""
"Check that table headers in item cart are visible","43","test_tc_07_02_02_Verify_table_headers_in_item_cart_are_visible[t_header3]","tests","Thu Jan 09 02:26:34 GMT 2025","passed","Thu Jan 09 02:26:34 GMT 2025","TestShoppingCartFull","test_shopping_cart","",""
"
        Check the Email field is activated with a cursor and gets highlighted when clicked
        ","669","TC 03.01.07 Verify Email field highlighting on click","tests","Thu Jan 09 02:27:35 GMT 2025","passed","Thu Jan 09 02:27:36 GMT 2025","TestRegisteredCustomers","test_sign_in","",""
"This test checks if block 4 'home-performance' is displayed in section 2 of Promo Block under header
            on the Main Page","6303","TC 13.01.13 - Check display of block 4 'home-performance' in section 2 in the Promo Block","tests","Thu Jan 09 02:15:56 GMT 2025","broken","Thu Jan 09 02:16:03 GMT 2025","TestMainPage","test_main_page","",""
