"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the link 'Jackets' correctly opens and redirects to a new webpage, the header 'Jackets' is
          displayed","1601","TC 14.03.05 Verify the link 'Jackets' redirects to a correct page.","tests","Sat Dec 21 02:12:46 GMT 2024","passed","Sat Dec 21 02:12:48 GMT 2024","TestMenPage","test_men","",""
"Verify the link 'What's new' is visible and interactive","1599","TC 01.03.01 visible and interactive the link ""What is New""","tests","Sat Dec 21 01:41:27 GMT 2024","passed","Sat Dec 21 01:41:29 GMT 2024","TestHeader","test_header","",""
"Verify that text-1 in 'Luma hoodies' block correctly displayed","0","TC 14.06.35 Verify that the 'Luma hoodies' text is visible.","tests","Sat Dec 21 02:13:16 GMT 2024","skipped","Sat Dec 21 02:13:16 GMT 2024","TestMenPagePromoBlock","test_men","",""
"Verify that the link 'Shorts' is displayed and clickable","1558","TC 14.04.04 Verify the link 'Shorts' is visible and clickable.","tests","Sat Dec 21 02:13:09 GMT 2024","passed","Sat Dec 21 02:13:10 GMT 2024","TestMenPage","test_men","",""
"This test checks if the info block title in section 2 block 5 'home-eco' is correct
            in the Promo Block under header on the main page","1287","TC 13.01.38 - Check the display of the title in block 5 'home-eco' in the Promo Block","tests","Sat Dec 21 02:09:55 GMT 2024","broken","Sat Dec 21 02:09:56 GMT 2024","TestMainPage","test_main_page","",""
"Verify that the link 'Hoodies&Sweatshirts' correctly opens and redirects to a new webpage, the header         'Hoodies&Sweatshirt' is displayed","1687","TC 14.03.03 Verify the link 'Hoodies&Sweatshirts' redirects to a correct page.","tests","Sat Dec 21 02:12:40 GMT 2024","passed","Sat Dec 21 02:12:42 GMT 2024","TestMenPage","test_men","",""
"Checks if Advanced Search link is present in the DOM tree on each page specified in DATA_1","1031","TC 02.01.13 - Check Advanced Search link is present in the DOM tree on each page specified in DATA_1","tests","Sat Dec 21 01:38:48 GMT 2024","passed","Sat Dec 21 01:38:49 GMT 2024","TestFooter","test_footer","",""
"Verify 'Sale' link click redirected to the page and the 'Sale' header is displayed","1914","TC 01.03.36 correctly redirected the link sale","tests","Sat Dec 21 01:41:00 GMT 2024","passed","Sat Dec 21 01:41:02 GMT 2024","TestHeader","test_header","",""
"Check Success and Failed Login, no error validation","2390","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","tests","Sat Dec 21 02:20:27 GMT 2024","passed","Sat Dec 21 02:20:30 GMT 2024","TestFailedLogin","test_sign_in","",""
"Checks if text of Search Terms link is correct on each page in DATA_1","0","TC 02.01.07 - Check text of Search Terms link on each page specified in DATA_1","tests","Sat Dec 21 01:38:25 GMT 2024","skipped","Sat Dec 21 01:38:25 GMT 2024","TestFooter","test_footer","",""
"This test checks the color change of the add to wishlist button and add to compare button on hover","1561","test_tc_06_01_12_the_color_change_my_wish_and_add_to_compare_button[add_to_wish_list]","tests","Sat Dec 21 01:44:57 GMT 2024","passed","Sat Dec 21 01:44:58 GMT 2024","TestMainPage","test_main_page","",""
