"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
" Verify presence of Password Strength hint and warning color of weak password ","265","TC 04_02_09_13 Verify presence of strong password strength hint","tests","Thu Dec 26 01:38:51 GMT 2024","passed","Thu Dec 26 01:38:51 GMT 2024","TestCreateAnAccount","test_create_an_account","",""
"This test checks if block 3 'home-erin' in section 2 in Promo Block under header is clickable","6395","TC 13.01.52 - Check if block 3 'home-erin' in section 2 is clickablein the Promo Block on the main page","tests","Thu Dec 26 01:50:33 GMT 2024","broken","Thu Dec 26 01:50:40 GMT 2024","TestMainPage","test_main_page","",""
"Check Shopping Cart title is displayed correctly","2214","tc 07.02.01 Verify that title Shopping Cart is displayed correctly when it is full","tests","Thu Dec 26 01:55:48 GMT 2024","passed","Thu Dec 26 01:55:50 GMT 2024","TestShoppingCartFull","test_shopping_cart","",""
" Verify that Last name input field highlighted when clicked","666","TC 04_01_08 Verify Last name input field highlighting on click","tests","Thu Dec 26 01:37:59 GMT 2024","passed","Thu Dec 26 01:37:59 GMT 2024","TestCreateAnAccount","test_create_an_account","",""
"Checks if placeholder in Subscribe Email Field is visible on each page in DATA_1","0","TC 02.01.50 - Check display of placeholder in Subscribe Email Field on each page specified in DATA_1","tests","Thu Dec 26 01:40:32 GMT 2024","skipped","Thu Dec 26 01:40:32 GMT 2024","TestFooter","test_footer","",""
"Verify that the link 'Pants' correctly opens and redirects to a new webpage, the header 'Pants' is
              displayed","1603","TC 14.04.03 Verify the link 'Pants' redirects to a correct page.","tests","Thu Dec 26 01:52:23 GMT 2024","passed","Thu Dec 26 01:52:24 GMT 2024","TestMenPage","test_men","",""
"Check if the Email input is of correct format (input-text) and clickable","40","TC 17.01.04 Verify FYP Email field is correct format and clickable","tests","Thu Dec 26 01:41:00 GMT 2024","passed","Thu Dec 26 01:41:00 GMT 2024","TestForgotYourPassword","test_forgot_your_password","",""
" Verify that First name input field highlighted when clicked","957","TC 04_01_05 Verify First name input field highlighting on click","tests","Thu Dec 26 01:37:50 GMT 2024","passed","Thu Dec 26 01:37:51 GMT 2024","TestCreateAnAccount","test_create_an_account","",""
"Check that six elements in Women's Deals section are displayed and enabled","27","TC 10.01.02, 10.01.04, 10.01.06, 10.01.08, 10.01.10, 10.01.12 - Verify 6 links in Women's Deals section are visible and clickable","tests","Thu Dec 26 01:53:52 GMT 2024","passed","Thu Dec 26 01:53:52 GMT 2024","TestSalePage","test_sale","",""
"This test checks if info block in section 2 block 3 'home-erin' is displayed in the Promo Block
             under header on the Main Page","6265","TC 13.01.27 - Check the display of the info block in block 3 'home-erin' in the Promo Block","tests","Thu Dec 26 01:48:15 GMT 2024","broken","Thu Dec 26 01:48:22 GMT 2024","TestMainPage","test_main_page","",""
"Check Success and Failed Login, no error validation","2307","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","tests","Thu Dec 26 01:59:27 GMT 2024","passed","Thu Dec 26 01:59:30 GMT 2024","TestFailedLogin","test_sign_in","",""
"Check Sidebar Video Download title has correct text and is visible","52","TC 16.01.03 Verify Sidebar title Video Download is visible and contains text 'Video Download'","tests","Thu Dec 26 02:00:27 GMT 2024","passed","Thu Dec 26 02:00:27 GMT 2024","TestMainPage","test_training","",""
