"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check if the entered value is masked in password field","301","TC 03.01.13 Verify Password is masked","tests","Wed Nov 20 02:18:53 GMT 2024","passed","Wed Nov 20 02:18:53 GMT 2024","TestRegisteredCustomers","test_sign_in","",""
"This test checks if Subscribe Button is clickable on each page specified in DATA_1","0","TC 02.01.42 - Check if Subscribe Button is clickable on each page specified in DATA_1","tests","Wed Nov 20 01:46:52 GMT 2024","skipped","Wed Nov 20 01:46:52 GMT 2024","TestFooter","test_footer","",""
"Check Success and Failed Login, no error validation","3902","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","tests","Wed Nov 20 02:30:30 GMT 2024","broken","Wed Nov 20 02:30:34 GMT 2024","TestFailedLogin","test_sign_in","",""
"Checks if Advanced Search link is present in the DOM tree on each page specified in DATA_1","1940","TC 02.01.13 - Check Advanced Search link is present in the DOM tree on each page specified in DATA_1","tests","Wed Nov 20 01:45:27 GMT 2024","passed","Wed Nov 20 01:45:29 GMT 2024","TestFooter","test_footer","",""
"Check Registered Customers note is present ","76","TC 17.01.02 Verify Forgot Your Password note","tests","Wed Nov 20 01:47:30 GMT 2024","passed","Wed Nov 20 01:47:30 GMT 2024","TestForgotYourPassword","test_forgot_your_password","",""
"Check that the cursor changes to a 'hand' indicating the logo is a clickable element,         and that clicking on it causes the page to reload and redirect to the main page","2230","TC 01.02.04 display and interactivity of the logo","tests","Wed Nov 20 01:48:48 GMT 2024","passed","Wed Nov 20 01:48:51 GMT 2024","TestHeader","test_header","",""
"Verify that the subhead 'TOPS' is displayed","1986","TC 14.03.01 Verify the 'TOPS' subhead is displayed","tests","Wed Nov 20 01:59:25 GMT 2024","passed","Wed Nov 20 01:59:27 GMT 2024","TestMenPage","test_men","",""
"Check that the 'Reset My Password' button is clickable","53","TC 17.01.20 Verify Reset My Password button is clickable","tests","Wed Nov 20 01:47:53 GMT 2024","passed","Wed Nov 20 01:47:53 GMT 2024","TestForgotYourPassword","test_forgot_your_password","",""
"Check that five elements in Men's Deals section are displayed and enabled","34","TC 10.02.02, 10.02.04, 10.02.06, 10.02.08, 10.02.10 - Verify 5 links in Men's Deals section are visible and clickable","tests","Wed Nov 20 02:13:15 GMT 2024","passed","Wed Nov 20 02:13:15 GMT 2024","TestSalePage","test_sale","",""
"Verify that the image in the block 'Luma hoodies' is displayed on the Men page","0","TC 14.06.34 Verify the visibility of the image in the 'Luma hoodies' promo block.","tests","Wed Nov 20 02:10:44 GMT 2024","skipped","Wed Nov 20 02:10:44 GMT 2024","TestMenPagePromoBlock","test_men","",""
"Check that two links in Gear Deals section lead to the correct pages after click","1650","TC 10.03.03, 10.03.05 - Verify 2 links in Gear Deals open the correct pages","tests","Wed Nov 20 02:14:10 GMT 2024","passed","Wed Nov 20 02:14:12 GMT 2024","TestSalePage","test_sale","",""
"Check Login Page Heading is present ","101","TC 17.01.01 Verify Forgot Your Password Page h1 Header","tests","Wed Nov 20 01:47:26 GMT 2024","passed","Wed Nov 20 01:47:27 GMT 2024","TestForgotYourPassword","test_forgot_your_password","",""
"This test checks if the info block text in section 2 block 5 'home-eco' is correct
            in the Promo Block under header on the main page","1868","TC 13.01.39 - Check the display of the text in block 5 'home-eco' in the Promo Block","tests","Wed Nov 20 01:57:37 GMT 2024","passed","Wed Nov 20 01:57:39 GMT 2024","TestMainPage","test_main_page","",""
"Checks if 'Subscribe to our mailing list' link is visible on each page specified in DATA_1","0","TC 02.01.53 - Check 'Subscribe to our mailing list' link is visible on each page specified in DATA_1","tests","Wed Nov 20 01:46:52 GMT 2024","skipped","Wed Nov 20 01:46:52 GMT 2024","TestFooter","test_footer","",""
"Check that Search Terms link in footer is correct","0","TC 02.02.01 - Check Search Terms link in footer leads to the correct page from each page specified in DATA_1","tests","Wed Nov 20 01:46:52 GMT 2024","skipped","Wed Nov 20 01:46:52 GMT 2024","TestFooter","test_footer","",""
"
            This test will check that after clicking on the add to wishlist button,
            you are redirected to the My Wishlist page
            User is authorized
            ","0","Check the transition to the page my wish after clicking on the button. User is authorized","tests","Wed Nov 20 01:55:06 GMT 2024","skipped","Wed Nov 20 01:55:06 GMT 2024","TestMainPage","test_main_page","",""
"This test checks if 'Subscribe to our mailing list' link is clickable on each page specified in DATA_1","0","TC 02.01.54 - Check if 'Subscribe to our mailing list' link is clickable on each page specified in DATA_1","tests","Wed Nov 20 01:46:52 GMT 2024","skipped","Wed Nov 20 01:46:52 GMT 2024","TestFooter","test_footer","",""
