"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the image in the block 'Luma shorts' is displayed on the Men page","0","TC 14.06.22 Verify the visibility of the image in the 'Luma shorts' promo block.","tests","Wed Dec 04 02:10:58 GMT 2024","skipped","Wed Dec 04 02:10:58 GMT 2024","TestMenPagePromoBlock","test_men","",""
"Verify that the link 'Tanks' is displayed and clickable","4352","TC 14.03.08 Verify the link 'Tanks' is visible and clickable.","tests","Wed Dec 04 02:09:15 GMT 2024","passed","Wed Dec 04 02:09:19 GMT 2024","TestMenPage","test_men","",""
"Check that Search Terms link in footer is correct","0","TC 02.02.01 - Check Search Terms link in footer leads to the correct page from each page specified in DATA_1","tests","Wed Dec 04 01:53:12 GMT 2024","skipped","Wed Dec 04 01:53:12 GMT 2024","TestFooter","test_footer","",""
"Checks if text on Subscribe Button is visible on each page in DATA_1","0","TC 02.01.45 - Check display of text on Subscribe Button on each page specified in DATA_1","tests","Wed Dec 04 01:53:12 GMT 2024","skipped","Wed Dec 04 01:53:12 GMT 2024","TestFooter","test_footer","",""
"Check img existence of Gear Deals section","95","TC 10.04.07 - Verify that the Gear Deals contains an image","tests","Wed Dec 04 02:15:32 GMT 2024","passed","Wed Dec 04 02:15:32 GMT 2024","TestSalePage","test_sale","",""
"This test checks if the info block title in section 2 block 3 'home-erin' is correct
            in the Promo Block under header on the main page","1704","TC 13.01.28 - Check the display of the title in block 3 'home-erin' in the Promo Block","tests","Wed Dec 04 02:03:25 GMT 2024","passed","Wed Dec 04 02:03:27 GMT 2024","TestMainPage","test_main_page","",""
"Checks if text of placeholder in Subscribe Email Field is correct on each page in DATA_1","0","TC 02.01.51 - Check text of placeholder in Subscribe Email Field on each page specified in DATA_1","tests","Wed Dec 04 01:53:12 GMT 2024","skipped","Wed Dec 04 01:53:12 GMT 2024","TestFooter","test_footer","",""
"Checks if text of placeholder in Subscribe Email Field is correct on each page in DATA_1","0","TC 02.01.51 - Check text of placeholder in Subscribe Email Field on each page specified in DATA_1","tests","Wed Dec 04 01:53:12 GMT 2024","skipped","Wed Dec 04 01:53:12 GMT 2024","TestFooter","test_footer","",""
" Verify presence of Confirm Password label and the required asterisk ","1145","TC 04_01_16 Verify presence of Confirm Password label and the required asterisk","tests","Wed Dec 04 01:48:26 GMT 2024","passed","Wed Dec 04 01:48:27 GMT 2024","TestCreateAnAccount","test_create_an_account","",""
"Check if the captcha input field is present","0","TC 17.01.09 Verify FYP captcha input field is present","tests","Wed Dec 04 01:54:12 GMT 2024","skipped","Wed Dec 04 01:54:12 GMT 2024","TestForgotYourPassword","test_forgot_your_password","",""
"Check that two links in Gear Deals section lead to the correct pages after click","2609","TC 10.04.03, 10.04.06, 10.04.09 - Verify that links in Main block, 2 columns block open the correct pages","tests","Wed Dec 04 02:15:46 GMT 2024","passed","Wed Dec 04 02:15:48 GMT 2024","TestSalePage","test_sale","",""
"Check that six elements in Women's Deals section are displayed and enabled","50","TC 10.01.02, 10.01.04, 10.01.06, 10.01.08, 10.01.10, 10.01.12 - Verify 6 links in Women's Deals section are visible and clickable","tests","Wed Dec 04 02:13:31 GMT 2024","passed","Wed Dec 04 02:13:31 GMT 2024","TestSalePage","test_sale","",""
"This test checks if Advanced Search link is clickable on each page specified in DATA_1","1785","TC 02.01.15 - Check if Advanced Search link is clickable on each page specified in DATA_1","tests","Wed Dec 04 01:52:03 GMT 2024","passed","Wed Dec 04 01:52:05 GMT 2024","TestFooter","test_footer","",""
"This test checks if the info block title in section 2 block 4 'home-performance' is correct
            in the Promo Block under header on the main page","2801","TC 13.01.33 - Check the display of the title in block 4 'home-performance' in the Promo Block","tests","Wed Dec 04 02:03:44 GMT 2024","passed","Wed Dec 04 02:03:47 GMT 2024","TestMainPage","test_main_page","",""
"Checks if Subscribe section is present in the DOM tree on each page specified in DATA_1","0","TC 02.01.38 - Check Subscribe section is present in the DOM tree on each page specified in DATA_1","tests","Wed Dec 04 01:53:12 GMT 2024","skipped","Wed Dec 04 01:53:12 GMT 2024","TestFooter","test_footer","",""
"
            This test will check that the add to wishlist and add to compare buttons are visible on the screen
            ","2689","Check the display of the add to wish and add to compare buttons","tests","Wed Dec 04 02:01:04 GMT 2024","passed","Wed Dec 04 02:01:07 GMT 2024","TestMainPage","test_main_page","",""
" Verify presence of Password label and the required asterisk ","951","TC 04_01_13 Verify presence of Password label and the required asterisk","tests","Wed Dec 04 01:48:12 GMT 2024","passed","Wed Dec 04 01:48:13 GMT 2024","TestCreateAnAccount","test_create_an_account","",""
"This test checks if Privacy and Cookie Policy link is clickable on each page specified in DATA_1","2451","TC 02.01.10 - Check if Privacy and Cookie Policy link is clickable on each page specified in DATA_1","tests","Wed Dec 04 01:51:39 GMT 2024","passed","Wed Dec 04 01:51:41 GMT 2024","TestFooter","test_footer","",""
"This test checks if 'Contact us' link is clickable on each page specified in DATA_1","0","TC 02.01.25 - Check if 'Contact us' link is clickable on each page specified in DATA_1","tests","Wed Dec 04 01:52:43 GMT 2024","skipped","Wed Dec 04 01:52:43 GMT 2024","TestFooter","test_footer","",""
