"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that text-2 in 'Save up to $24!' block correctly displayed","0","TC 14.06.12 Verify that the 'Buy 3 Luma tees' text in the 'Save up to $24!' promo block is visible.","tests","Sun Aug 03 02:02:11 GMT 2025","skipped","Sun Aug 03 02:02:11 GMT 2025","TestMenPagePromoBlock","test_men","",""
"Check that six elements in Women's Deals section are displayed and enabled","62","TC 10.01.02, 10.01.04, 10.01.06, 10.01.08, 10.01.10, 10.01.12 - Verify 6 links in Women's Deals section are visible and clickable","tests","Sun Aug 03 02:03:41 GMT 2025","passed","Sun Aug 03 02:03:41 GMT 2025","TestSalePage","test_sale","",""
" Verify that Last name input field highlighted when label is clicked","835","TC 04_01_07 Verify Last name input field highlighting on label click","tests","Sun Aug 03 01:44:09 GMT 2025","passed","Sun Aug 03 01:44:10 GMT 2025","TestCreateAnAccount","test_create_an_account","",""
"Check that the 'Reset My Password' button is clickable","30","TC 17.01.20 Verify Reset My Password button is clickable","tests","Sun Aug 03 01:48:28 GMT 2025","passed","Sun Aug 03 01:48:28 GMT 2025","TestForgotYourPassword","test_forgot_your_password","",""
"This test checks if the sign in info block in section 2 block 5 'home-eco' is correct
            in the Promo Block under header on the main page","1212","TC 13.01.40 - Check the display of the sign in block 5 'home-eco' in the Promo Block","tests","Sun Aug 03 01:58:34 GMT 2025","broken","Sun Aug 03 01:58:35 GMT 2025","TestMainPage","test_main_page","",""
" Verify presence of Password Strength hint and warning color of weak password ","402","TC 04_02_09_13 Verify presence of strong password strength hint","tests","Sun Aug 03 01:45:20 GMT 2025","passed","Sun Aug 03 01:45:20 GMT 2025","TestCreateAnAccount","test_create_an_account","",""
"Check Success and Failed Login, no error validation","3361","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","tests","Sun Aug 03 02:11:27 GMT 2025","passed","Sun Aug 03 02:11:30 GMT 2025","TestFailedLogin","test_sign_in","",""
"Check title of Women's Deals section","137","TC 10.01.01 - Verify 'WOMEN'S DEALS' title is correct","tests","Sun Aug 03 02:03:35 GMT 2025","failed","Sun Aug 03 02:03:35 GMT 2025","TestSalePage","test_sale","",""
"Verify 'Sale' link click redirected to the page and the 'Sale' header is displayed","4384","TC 01.03.36 correctly redirected the link sale","tests","Sun Aug 03 01:49:16 GMT 2025","passed","Sun Aug 03 01:49:20 GMT 2025","TestHeader","test_header","",""
"This test checks that button Add to Cart is visible on the product card when hover by product","1650","test_tc_06_01_08_check_btn_add_to_cart_is_visible","tests","Sun Aug 03 01:53:51 GMT 2025","passed","Sun Aug 03 01:53:53 GMT 2025","TestMainPage","test_main_page","",""
"Verify that the link 'Pants' is displayed and clickable","3281","TC 14.04.02 Verify the link 'Pants' is visible and clickable.","tests","Sun Aug 03 02:01:53 GMT 2025","passed","Sun Aug 03 02:01:56 GMT 2025","TestMenPage","test_men","",""
"Check that two links in Gear Deals section lead to the correct pages after click","1161","TC 10.03.03, 10.03.05 - Verify 2 links in Gear Deals open the correct pages","tests","Sun Aug 03 02:05:08 GMT 2025","passed","Sun Aug 03 02:05:09 GMT 2025","TestSalePage","test_sale","",""
"Check Success and Failed Login, no error validation","3649","TC 03.02.01 to 03_02_10 Verify Failed Login, no error validation","tests","Sun Aug 03 02:10:47 GMT 2025","passed","Sun Aug 03 02:10:50 GMT 2025","TestFailedLogin","test_sign_in","",""
"Check img existence of 1st column in 3-columns Promo Block section","52","TC 10.04.10 - Verify that the sale-20-off contains an image","tests","Sun Aug 03 02:05:47 GMT 2025","passed","Sun Aug 03 02:05:47 GMT 2025","TestSalePage","test_sale","",""
