"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check that message coupon code is not valid is displayed correct","4789","tc 07.02.25 Verify the message coupon code is not valid is displayed correct","tests","Wed Oct 30 02:03:00 GMT 2024","passed","Wed Oct 30 02:03:05 GMT 2024","TestShoppingCartFull","test_shopping_cart","",""
"Checks if Subscribe section is visible on each page in DATA_1","0","TC 02.01.39 - Check display of Subscribe section on each page specified in DATA_1","tests","Wed Oct 30 01:43:14 GMT 2024","skipped","Wed Oct 30 01:43:14 GMT 2024","TestFooter","test_footer","",""
"Checks if Orders and Returns link is present in the DOM tree on each page specified in DATA_1","1858","TC 02.01.18 - Check Orders and Returns link is present in the DOM tree on each page specified in DATA_1","tests","Wed Oct 30 01:42:26 GMT 2024","passed","Wed Oct 30 01:42:28 GMT 2024","TestFooter","test_footer","",""
"Checks if Orders and Returns link is visible on each page in DATA_1","2149","TC 02.01.19 - Check display of Orders and Returns link on each page specified in DATA_1","tests","Wed Oct 30 01:42:33 GMT 2024","passed","Wed Oct 30 01:42:35 GMT 2024","TestFooter","test_footer","",""
"
            This test will check that after clicking on the add to wishlist button,
            you are redirected to the My Wishlist page
            User is not authorized
            ","12383","Check the transition to the page my wish after clicking on the button. User is not authorized","tests","Wed Oct 30 01:51:14 GMT 2024","skipped","Wed Oct 30 01:51:27 GMT 2024","TestMainPage","test_main_page","",""
"Verify that the click on the block 'Last chance for pants' correctly redirects to a new webpage","0","TC 14.06.20 Verify the click on the block 'Last chance for pants' redirects to a correct page.","tests","Wed Oct 30 01:56:31 GMT 2024","skipped","Wed Oct 30 01:56:31 GMT 2024","TestMenPagePromoBlock","test_men","",""
"Check the ""Search"" field is activated with a vertical flashing symbol ""|"" and highlighted","2461","TC 01.02.01 display and interactivity of the ""Search"" field","tests","Wed Oct 30 01:45:22 GMT 2024","passed","Wed Oct 30 01:45:25 GMT 2024","TestHeader","test_header","",""
"Checks if Privacy and Cookie Policy link is present in the DOM tree on each page specified in DATA_1","1433","TC 02.01.08 - Check Privacy and Cookie Policy link is present in the DOM tree on each page specified in DATA_1","tests","Wed Oct 30 01:41:29 GMT 2024","passed","Wed Oct 30 01:41:30 GMT 2024","TestFooter","test_footer","",""
"Checks if text of Write for us link is correct on each page in DATA_1","0","TC 02.01.32 - Check text of Write for us link on each page specified in DATA_1","tests","Wed Oct 30 01:42:48 GMT 2024","skipped","Wed Oct 30 01:42:48 GMT 2024","TestFooter","test_footer","",""
" Verify presence of Password Strength hint and warning color of weak password ","443","TC 04_02_09_13 Verify presence of strong password strength hint","tests","Wed Oct 30 01:40:58 GMT 2024","passed","Wed Oct 30 01:40:59 GMT 2024","TestCreateAnAccount","test_create_an_account","",""
"This test checks if an image in section 1 'home-main' is visible","2433","TC 13.01.03 - Check the display of an image in section 1 'home-main' in the Promo Block","tests","Wed Oct 30 01:51:38 GMT 2024","passed","Wed Oct 30 01:51:40 GMT 2024","TestMainPage","test_main_page","",""
